,abv,country,gold,silver,bronze,total
0,AUT,Austria,1,3,4,8
1,BEL,Belgium,1,1,0,2
2,CAN,Canada,2,0,1,3
3,TCH,Czechoslovakia,0,1,0,1
4,FIN,Finland,1,3,2,6
5,FRA,France,2,1,2,5
6,GBR,Great Britain,0,0,2,2
7,HUN,Hungary,0,1,0,1
8,ITA,Italy,1,0,0,1
9,NOR,Norway,4,3,3,10
10,SWE,Sweden,4,3,3,10
11,SUI,Switzerland,3,4,3,10
12,USA,United States of America,3,4,2,9
